date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:33:36	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdd953041f16%22	https://kasakonsultants.com/robots.txt		(from )
03:33:36	189109/189109	---M--	200	added ('OK')	text/html	etag:%226729f24a-2e2b5%22	https://kasakonsultants.com/	C:/My%20KASA/KASA/kasakonsultants.com/index.html	(from )
03:33:37	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdd953041f16%22	https://kasakonsultants.com/feed/index.html	C:/My%20KASA/KASA/kasakonsultants.com/feed/index.html	(from https://kasakonsultants.com/)
03:33:37	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdd953041f16%22	https://kasakonsultants.com/comments/feed/index.html	C:/My%20KASA/KASA/kasakonsultants.com/comments/feed/index.html	(from https://kasakonsultants.com/)
03:33:37	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdd953041f16%22	https://kasakonsultants.com/events/indexedf3.html?ical=1	C:/My%20KASA/KASA/kasakonsultants.com/events/indexedf3edf3.html	(from https://kasakonsultants.com/)
03:33:37	95021/95021	---M--	200	added ('OK')	text/css	etag:%226729f25b-1732d%22	https://kasakonsultants.com/wp-includes/css/dist/block-library/style.min36b6.css?ver=6.1.7	C:/My%20KASA/KASA/kasakonsultants.com/wp-includes/css/dist/block-library/style.min36b636b6.css	(from https://kasakonsultants.com/)
03:33:38	10435/10435	---M--	200	added ('OK')	text/css	etag:%226729f256-28c3%22	https://kasakonsultants.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-vendors-style1da8.css?ver=8.9.2	C:/My%20KASA/KASA/kasakonsultants.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-vendors-style1da81da8.css	(from https://kasakonsultants.com/)
03:33:39	236742/236742	---M--	200	added ('OK')	text/css	etag:%226729f256-39cc6%22	https://kasakonsultants.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-style1da8.css?ver=8.9.2	C:/My%20KASA/KASA/kasakonsultants.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-style1da81da8.css	(from https://kasakonsultants.com/)
03:33:39	18678/18678	---M--	200	added ('OK')	text/css	etag:%226729f257-48f6%22	https://kasakonsultants.com/wp-content/themes/consultix/css/radiantthemes-gutenberg-blocksb2bf.css?ver=1724491122	C:/My%20KASA/KASA/kasakonsultants.com/wp-content/themes/consultix/css/radiantthemes-gutenberg-blocksb2bfb2bf.css	(from https://kasakonsultants.com/)
03:33:39	217/217	---M-Z	200	added ('OK')	text/css	etag:%22d9-62627ce4d0cc0-gzip%22	https://kasakonsultants.com/wp-includes/css/classic-themes.min68b3.css?ver=1	C:/My%20KASA/KASA/kasakonsultants.com/wp-includes/css/classic-themes.min68b368b3.css	(from https://kasakonsultants.com/)
03:33:39	2803/2803	---M--	200	added ('OK')	text/css	etag:%226729f24e-af3%22	https://kasakonsultants.com/wp-content/plugins/contact-form-7/includes/css/styles9f31.css?ver=5.7.2	C:/My%20KASA/KASA/kasakonsultants.com/wp-content/plugins/contact-form-7/includes/css/styles9f319f31.css	(from https://kasakonsultants.com/)
03:33:40	31817/31817	---M--	200	added ('OK')	text/css	etag:%226729f24e-7c49%22	https://kasakonsultants.com/wp-content/plugins/everest-forms/assets/css/everest-formsed19.css?ver=1.9.7	C:/My%20KASA/KASA/kasakonsultants.com/wp-content/plugins/everest-forms/assets/css/everest-formsed19ed19.css	(from https://kasakonsultants.com/)
03:33:40	59028/59028	---M--	200	added ('OK')	text/css	etag:%226729f25b-e694%22	https://kasakonsultants.com/wp-includes/css/dashicons.min36b6.css?ver=6.1.7	C:/My%20KASA/KASA/kasakonsultants.com/wp-includes/css/dashicons.min36b636b6.css	(from https://kasakonsultants.com/)
03:33:40	0/0	---M--	200	added ('OK')	text/css	etag:%220-62627cdc3b880%22	https://kasakonsultants.com/wp-content/plugins/radiantthemes-addons/widget/contact-box/css/consultix-contact-box.css	C:/My%20KASA/KASA/kasakonsultants.com/wp-content/plugins/radiantthemes-addons/widget/contact-box/css/consultix-contact-box.css	(from https://kasakonsultants.com/)
03:33:40	1459/1459	---M--	200	added ('OK')	text/css	etag:%226729f252-5b3%22	https://kasakonsultants.com/wp-content/plugins/radiantthemes-addons/widget/recent-posts/css/consultix-recent-post-with-thumbnail-element-one.css	C:/My%20KASA/KASA/kasakonsultants.com/wp-content/plugins/radiantthemes-addons/widget/recent-posts/css/consultix-recent-post-with-thumbnail-element-one.css	(from https://kasakonsultants.com/)
03:33:40	3790/3790	---M--	200	added ('OK')	text/css	etag:%226729f252-ece%22	https://kasakonsultants.com/wp-content/plugins/radiantthemes-mega-menu/assets/css/rt-megamenu36b6.css?ver=6.1.7	C:/My%20KASA/KASA/kasakonsultants.com/wp-content/plugins/radiantthemes-mega-menu/assets/css/rt-megamenu36b636b6.css	(from https://kasakonsultants.com/)
03:33:41	20786/20786	---M--	200	added ('OK')	text/css	etag:%226729f253-5132%22	https://kasakonsultants.com/wp-content/plugins/responsive-accordion-and-collapse/css/font-awesome/css/font-awesome.min36b6.css?ver=6.1.7	C:/My%20KASA/KASA/kasakonsultants.com/wp-content/plugins/responsive-accordion-and-collapse/css/font-awesome/css/font-awesome.min36b636b6.css	(from https://kasakonsultants.com/)
03:33:41	14608/14608	---M--	200	added ('OK')	text/css	etag:%226729f253-3910%22	https://kasakonsultants.com/wp-content/plugins/responsive-accordion-and-collapse/css/bootstrap-front36b6.css?ver=6.1.7	C:/My%20KASA/KASA/kasakonsultants.com/wp-content/plugins/responsive-accordion-and-collapse/css/bootstrap-front36b636b6.css	(from https://kasakonsultants.com/)
03:33:41	60073/60073	---M--	200	added ('OK')	text/css	etag:%226729f254-eaa9%22	https://kasakonsultants.com/wp-content/plugins/revslider/public/assets/css/rs63f21.css?ver=6.2.23	C:/My%20KASA/KASA/kasakonsultants.com/wp-content/plugins/revslider/public/assets/css/rs63f213f21.css	(from https://kasakonsultants.com/)
03:33:41	17809/17809	---M--	200	added ('OK')	text/css	etag:%226729f254-4591%22	https://kasakonsultants.com/wp-content/plugins/woocommerce/assets/css/woocommerce-layoutcb57.css?ver=7.2.2	C:/My%20KASA/KASA/kasakonsultants.com/wp-content/plugins/woocommerce/assets/css/woocommerce-layoutcb57cb57.css	(from https://kasakonsultants.com/)
03:33:41	7043/7043	---M--	200	added ('OK')	text/css	etag:%226729f254-1b83%22	https://kasakonsultants.com/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreencb57.css?ver=7.2.2	C:/My%20KASA/KASA/kasakonsultants.com/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreencb57cb57.css	(from https://kasakonsultants.com/)
03:33:42	62791/62791	---M--	200	added ('OK')	text/css	etag:%226729f254-f547%22	https://kasakonsultants.com/wp-content/plugins/woocommerce/assets/css/woocommercecb57.css?ver=7.2.2	C:/My%20KASA/KASA/kasakonsultants.com/wp-content/plugins/woocommerce/assets/css/woocommercecb57cb57.css	(from https://kasakonsultants.com/)
03:33:42	31024/31024	---M--	200	added ('OK')	text/css	etag:%226729f256-7930%22	https://kasakonsultants.com/wp-content/themes/consultix/css/font-awesome.min.css	C:/My%20KASA/KASA/kasakonsultants.com/wp-content/themes/consultix/css/font-awesome.min.css	(from https://kasakonsultants.com/)
